MDH,2019,2020,2021,2022,2023,2024,2025
01-03 07,0.297640947053764,0.239537951951946,0.262565863490261,0.383820632303868,0.415411334652644,0.510859552443482,0.40993659064834
01-03 08,0.245877877766018,0.238787770911747,0.262383869072368,0.379829334817987,0.39535143185005,0.44159511441817,0.427422658710031
01-03 09,0.259148068644116,0.232085057129744,0.276787120547765,0.366726686698575,0.386556230285268,0.408011099413584,0.426768817310827
01-03 10,0.256338911620403,0.214959802736798,0.251476070883868,0.36659573528085,0.389421882803593,0.432550233926601,0.423763880838946
01-03 11,0.24937940622224,0.203075522302822,0.215351281208358,0.360003590428222,0.399718228771853,0.423117208986972,0.425116674813285
01-03 12,0.227098054803412,0.22357178647744,0.245547078422675,0.391011935183821,0.436287443013378,0.408789353969418,0.428651440788526
01-03 13,0.253790419535079,0.216094876027843,0.257361095224558,0.396617419283995,0.450738140206071,0.425382389767497,0.433780437398476
01-03 14,0.276459230663653,0.228903639152658,0.26356666478374,0.491023095692417,0.540199587673688,0.439844657769842,0.422965130174754
01-03 15,0.28568880314764,0.214965775608512,0.229464375869889,0.401965570658953,0.568680137040741,0.474027494870372,0.41584842094581
01-03 16,0.201657799941518,0.170576538058728,0.209063422013022,0.310601574924122,0.369973221774198,0.46404225157295,0.390040231044079
01-03 17,0.169314412794264,0.149816088143552,0.197523499114253,0.281584959982739,0.374258286267099,0.395430957922219,0.41496070588886
01-03 18,0.158145164551299,0.157602737524588,0.18353205641558,0.307921411281506,0.330295351519821,0.408144016149936,0.352581304216508
01-03 19,0.151453603978405,0.131610734985085,0.160570223839893,0.292979168292112,0.327827722456911,0.36812005984828,0.29255798370929
01-03 20,0.147131907311416,0.135533800157346,0.162133800685077,0.276996019946502,0.365866018490179,0.383160092450153,0.277957431792385
01-03 21,0.139599647610821,0.145347958251184,0.111835303446034,0.28728290712149,0.353414990210105,0.435559702956479,0.285138182575804
01-03 22,0.162107519049164,0.182812755896719,0.0045932303063584,0.311871696171912,0.385655738744141,0.494378930718576,0.288852043807731
01-03 23,0.172086444439798,0.216124512720896,0.151795998162757,0.38471764312187,0.563389554573106,0.497210331515083,0.316969450179909
01-04 00,0.273916735282901,0.273363017768805,0.325162010465987,0.42798254520504,0.553733327854136,0.491517091534701,0.381936778692581
01-04 01,0.34143935270331,0.271953748150643,0.362394567308004,0.386142110963095,0.52530817228644,0.564732664353203,0.384527823746684
01-04 02,0.308364270464919,0.246368456659341,0.381206678016704,0.413159769159466,0.495995935087744,0.552459158442715,0.367465514475769
01-04 03,0.431418412024129,0.274615974923654,0.434648670499195,0.432607278912941,0.546077675561206,0.554818566202156,0.366068714804712
01-04 04,0.358316892401754,0.263872579947367,0.393849426278315,0.409591843844226,0.615472127565807,0.563969709671115,0.355744758783703
01-04 05,0.280287612748883,0.409247047838812,0.329338145986726,0.398817110425294,0.616636685631067,0.580674421345351,0.346720876814511
01-04 06,0.281193984226912,0.393469559895097,0.306185000865838,0.37621886248684,0.550795680457044,0.473311503319444,0.335133663011514
01-04 07,0.251797392020846,0.305080627185578,0.282577111463414,0.354881609783303,0.524795428591892,0.403673438515493,0.320021060746611
01-04 08,0.271293338030442,0.279165340805923,0.307438202937551,0.337084676115848,0.408504349843328,0.443131803529157,0.283825211697285
01-04 09,0.26331487689394,0.228212691407323,0.292722568824841,0.345942969148447,0.367662760580576,0.397459591612798,0.273126540430797
01-04 10,0.255470812148547,0.223791904155651,0.285355790139451,0.343776571815411,0.337765746952035,0.388394284608731,0.263420942737103
01-04 11,0.252624410047642,0.2143248505004,0.278435814429209,0.340225287188289,0.348587028204078,0.383027060121432,0.26656405748163
01-04 12,0.264655711105905,0.218753081005152,0.28153719370411,0.324413999507806,0.347525141042755,0.429662651766475,0.302098980256858
01-04 13,0.290697069958607,0.225180230353364,0.296922888860696,0.351108277181504,0.361559628970279,0.484060215204435,0.318773415960406
01-04 14,0.331802171587004,0.21637860352347,0.339128563848357,0.395983976712312,0.378566558021092,0.569737068315542,0.331411584973084
01-04 15,0.353779844384567,0.200990089817657,0.35093559820128,0.379829192215469,0.391569369743845,0.532649214944576,0.346673369251458
01-04 16,0.217800983676976,0.143652259055845,0.278897024851858,0.240748671631955,0.361361454394845,0.30533253715801,0.152616249951775
01-04 17,0.197963022785848,0.128534134809689,0.24038573738354,0.108518176520109,0.330113254477829,0.342798465453863,0.0497015017047388
01-04 18,0.200466490842705,0.122458672523748,0.219778670156564,0.0275844091348125,0.275056643573292,0.411491295418507,0.0865048293469979
01-04 19,0.198213821169166,0.111064700207062,0.274936746987394,0.0219846922099157,0.288064131773668,0.347527381626417,0.133792276076063
01-04 20,0.184250251679163,0.0431862062823399,0.233818342564306,0.119136227724005,0.352979533517876,0.283974731154497,0.0712561840270554
01-04 21,0.173743699039363,0.0648586199433826,0.174713362700821,0.0213855131809376,0.327049250530315,0.236129095513535,0
01-04 22,0.203731587199313,0.108610280858149,0.151811823407993,0.0320621142803788,0.297582785446104,0.295931918948499,0.0191997069323519
01-04 23,0.208325231861137,0.147144035282461,0.186421126626224,0.142246909788526,0.299216748612789,0.396943643211029,0.246042429576616
01-05 00,0.331540435117932,0.170529420599218,0.304210656054984,0.396428338472019,0.335652850898633,0.496938088951609,0.390257466413304
01-05 01,0.339488529756326,0.170416582211677,0.307358961976295,0.434301673239279,0.381371109356353,0.525793233884918,0.39332473491983
01-05 02,0.296562758122462,0.177518010539803,0.309192600606179,0.398801165657133,0.385778618041928,0.546426434751559,0.384760199369016
01-05 03,0.439848899465011,0.182814981656947,0.326484307640023,0.375244355506046,0.379852978943111,0.550851346622206,0.378368782000452
01-05 04,0.40061522424633,0.212908372856216,0.303825957537835,0.354672151367313,0.36522504333469,0.525517305076934,0.375535042475519
01-05 05,0.303024563320056,0.234460245691932,0.289736104924718,0.349481249514054,0.343113958094109,0.457459160331406,0.388332814775597
01-05 06,0.292269919458763,0.245231981988409,0.291540813924523,0.349596250192064,0.310379932689054,0.472678826834001,0.406235720228901
01-05 07,0.277067345360825,0.22640023269928,0.255055977382651,0.318779662576467,0.283386260789209,0.42444517723555,0.381799345756099
01-05 08,0.299048353950693,0.235748765840755,0.284973886115421,0.293003512172336,0.343823989600566,0.327312725119792,0.411578299663393
01-05 09,0.308715630390278,0.179287497752832,0.25913419963446,0.22816219719319,0.338176450929485,0.34165771662239,0.392181889414843
01-05 10,0.379515212779859,0.179653001353633,0.225814426877785,0.218424944040991,0.344923339489948,0.335246884153113,0.380384446075277
01-05 11,0.331424436906525,0.193926947722561,0.229052358084955,0.288253348843856,0.326987630859246,0.344489987023823,0.406457131493612
01-05 12,0.311095624292186,0.204777502752547,0.253291009332857,0.268063234712254,0.350945718202116,0.349357430011473,0.393178003848666
01-05 13,0.294263039681157,0.201670914872824,0.256503896059763,0.291690673940671,0.423595060706937,0.377870853912179,0.363543532756889
01-05 14,0.278619494729506,0.208741400534574,0.323021525605986,0.366885697248999,0.467975438359396,0.401309413035076,0.406747590880939
01-05 15,0.352721154826204,0.197965929320034,0.340171454550838,0.352879116027851,0.447845184946426,0.421285666417164,0.42413134743087
01-05 16,0.537913553336527,0.165197313340079,0.300260569043326,0.278748088640722,0.463548132114256,0.496654456994558,0.247856390824379
01-05 17,0.625677775176409,0.186540017472721,0.221775758211386,0.165110181405042,0.490422481881589,0.442023496205312,0.161348970267481
01-05 18,0.379036027310741,0.116889364738775,0.0933533617401565,0.0239539115247028,0.430127793318233,0.378749473958685,0.133672478345442
01-05 19,0.615461058345675,0.116956839157098,0.105611421297705,0.0016833912923678,0.342232094958847,0.372879438926076,0.166968847267251
01-05 20,0.525029764352295,0.112621562920945,0.0322386215380861,0.00389518143757592,0.408938427664169,0.306294052493696,0.182640545709322
01-05 21,0.554279365145047,0.13010215575743,0.0230708907996352,0.00873102567907859,0.343574166903047,0.245689940334129,0.164105346934501
01-05 22,0.413461999194181,0.125492575707991,0.209852325622759,0.0839821120121168,0.342366768934215,0.226770413581118,0.149502728348542
01-05 23,0.294199607870895,0.159143788713439,0.289338766172225,0.226419105008732,0.340945045424522,0.279238971937101,0.235004690873568
01-06 00,0.269277369762174,0.205425311663695,0.411308416688908,0.422318307780554,0.355574804240678,0.372811192427803,0.454634178687217
01-06 01,0.244266623943723,0.22856305596302,0.386642797943246,0.369825946804655,0.352236413957857,0.464570338730359,0.457391056706836
01-06 02,0.247156108981618,0.25087792869706,0.375417990277041,0.372139901776423,0.355995684388717,0.423693846378021,0.44843999105325
01-06 03,0.359532830494817,0.341853980000237,0.468198606825766,0.381946889025727,0.352817158504631,0.413294788239841,0.450064756280388
01-06 04,0.360769182202283,0.324744114333233,0.465987299252565,0.373716753942032,0.370074778975302,0.438884488499365,0.476273220776695
01-06 05,0.343313477872637,0.299937160718848,0.366728267915764,0.371759869219592,0.378551391769725,0.448225929529851,0.502794044392136
01-06 06,0.297740282472341,0.248886054360979,0.333680458165102,0.345602246162328,0.335190900203387,0.420967195427968,0.483130300996301
01-06 07,0.281791644198101,0.225354043604307,0.312302206654323,0.334991389889388,0.313995988497148,0.414293742353872,0.460461931811946
01-06 08,0.27814895700845,0.214498896353001,0.327676732031636,0.335107499983026,0.348605576844149,0.416840545744781,0.468495575843467
01-06 09,0.29261614480791,0.210174539103286,0.336110803758338,0.332825180885405,0.358473458076858,0.411796518472728,0.507914087066262
01-06 10,0.250715768795191,0.207901389549919,0.323284498309142,0.321237439487976,0.400654994361249,0.397175561874844,0.47029943040571
01-06 11,0.226146951171705,0.207486321858518,0.31959040384651,0.319505156299625,0.40176586855294,0.390485752204466,0.474525665527044
01-06 12,0.225780835329732,0.26027082229774,0.340113088203581,0.323263423447245,0.406111020575984,0.403613436004731,0.515409977426478
01-06 13,0.213619782210994,0.260095108358956,0.383871889216801,0.328314894218532,0.424122553067679,0.440640296115465,0.573274819170019
01-06 14,0.215888094237303,0.317225584710633,0.410185156452391,0.366344128400536,0.423121908272712,0.542966930077201,0.601377737701949
01-06 15,0.215568326727067,0.494307151466596,0.478668817566363,0.359640391196043,0.416330191656218,0.445421690153489,0.558917303060039
01-06 16,0.158752551289311,0.43516402446639,0.282326977441489,0.312899846046548,0.329001151301304,0.318491532296231,0.402143326259851
01-06 17,0.209960776091123,0.309879266710411,0.255108119622295,0.283982462829002,0.261093726904363,0.220988176379508,0.313725601114562
01-06 18,0.180252414191132,0.265937809487865,0.251659056329472,0.274291372232025,0.258126632312438,0.203410651476955,0.257843179659718
01-06 19,0.197897700801464,0.512549325331286,0.224699591965921,0.215968148628168,0.231014336681912,0.190260055613589,0.285828741557438
01-06 20,0.248990298915411,0.366961295459451,0.272411316979447,0.16795448471706,0.137069641487276,0.187983832551307,0.308420587993692
01-06 21,0.114500058476348,0.114322465873451,0.271882150452996,0.139351994303553,0.132649712113343,0.210476348520362,0.351807582288831
01-06 22,0.181203448035543,0.195046165431181,0.290956041429253,0.0963978184175328,0.201864813087104,0.365705872890858,0.390145099660994
01-06 23,0.224218471230072,0.112447450610727,0.246522353961275,0.212661479311055,0.232145842926489,0.458117887720416,0.453387971372116
01-07 00,0.258003224801812,0.381651568891618,0.373508828131363,0.3822200879928,0.399112516642106,0.431784381618705,0.538274790916674
01-07 01,0.22597920027877,0.380878038783915,0.370267403400672,0.377581803448799,0.43309340353172,0.428669053496823,0.561967224790985
01-07 02,0.238536880499172,0.256186815664894,0.340848868988036,0.365685100123495,0.453782439355517,0.442684597283894,0.528330073966314
01-07 03,0.26638006577228,0.287888813478476,0.374781619629363,0.373080057021054,0.438096247562408,0.448397046889645,0.537173581219063
01-07 04,0.268042039594041,0.404138502056957,0.445386220290016,0.367927349643133,0.385717922164868,0.450046747817489,0.530120124990396
01-07 05,0.225818214674623,0.32573255175922,0.44322889922296,0.370918041239835,0.397537947754521,0.446240258016363,0.480849499662846
01-07 06,0.205337828752504,0.28772615181563,0.340314248317456,0.353624040313437,0.371749012795317,0.430200086669815,0.436890163171426
01-07 07,0.20541206061068,0.212744588059646,0.300666937989135,0.317754490733371,0.344582513246834,0.398736906978667,0.382026638616826
01-07 08,0.205835414779162,0.188964657700855,0.305231946739855,0.322214890451718,0.366342065378848,0.446561998436028,0.374813304358761
01-07 09,0.202337837572959,0.197476622757098,0.295667591501714,0.326441755863828,0.353084579562375,0.404137428680823,0.359193535185453
01-07 10,0.225273901254465,0.181783571058267,0.300883182871952,0.316447996444994,0.347104344048935,0.377855252077368,0.365154134098659
01-07 11,0.230636243901908,0.172617479033183,0.30756780946443,0.306489472158893,0.347872616212881,0.374612938770895,0.377241289245925
01-07 12,0.23507601446119,0.19781793240219,0.322544571013013,0.289955262954519,0.357446267778152,0.374997348675759,0.39286530147641
01-07 13,0.327121070759648,0.22223373453055,0.369755221860777,0.306949870551412,0.35835358063073,0.415639197998965,0.381899887139924
01-07 14,0.380392027615646,0.434027641219653,0.437882034818568,0.330802594767959,0.36326645906049,0.428135728675359,0.363888753518155
01-07 15,0.386184367649621,0.381098360232261,0.388290115000498,0.356434070095444,0.329030921322309,0.417173134985844,0.410063149271819
01-07 16,0.494637369435491,0.290305170300844,0.352510647869009,0.25137764983191,0.295227226546569,0.362389604086478,0.449110530358325
01-07 17,0.199040225084938,0.226372400480058,0.34238669133213,0.236531376791993,0.325927945102751,0.202360631296079,0.34182874068653
01-07 18,0.162084992486279,0.207494385823754,0.225479071367896,0.228385766451563,0.307582865956552,0.157997296195725,0.270542485006011
01-07 19,0.11728256457444,0.272190204073015,0.259469314249441,0.192842136481317,0.231749743292559,0.145597854374706,0.283624899347299
01-07 20,0.13805644709905,0.310530026867662,0.253723547009381,0.180528132849028,0.212859381963504,0.115513138884186,0.176580634555441
01-07 21,0.124651448187995,0.19873204592201,0.241903969448242,0.185111517060165,0.237657897896297,0.0271610120980353,0.151514737761262
01-07 22,0.0939376024697273,0.27350754544133,0.243855301722234,0.165414579388693,0.294460446563351,0.00202382874078657,0.187389142098354
01-07 23,0.165973581540204,0.36135019720686,0.296269226530233,0.274087715908652,0.33076123986277,0.195941707520386,0.313597410355696
01-08 00,0.26435599801812,0.355284540583187,0.405278689124256,0.317435762587426,0.339528532031191,0.467001064603684,0.447594158669473
01-08 01,0.385505005444725,0.316952743226541,0.435354984073931,0.305517338382472,0.361464587000991,0.512526227514394,0.449425877820602
01-08 02,0.40590378386619,0.2988162077939,0.438473588660598,0.325737702384173,0.348580024982833,0.488848798954327,0.385429898226352
01-08 03,0.512852501524523,0.344812735336975,0.495335616566399,0.324168542061131,0.346765183717207,0.549069742946025,0.389223051899429
01-08 04,0.394609073198885,0.446664177297859,0.587690202308844,0.310816548166467,0.343789084715891,0.624719535294637,0.364208403798977
01-08 05,0.355096175951738,0.263378084946955,0.503990065183384,0.320828194675219,0.340733000223376,0.590251771818643,0.387374360519592
01-08 06,0.295123066578099,0.239922525803239,0.390661902746721,0.305871272073882,0.339763723153434,0.527627921835792,0.420494947707114
01-08 07,0.302599841449604,0.236667686419087,0.331030521097291,0.282569813362186,0.318087548304534,0.487280566738014,0.455960205793694
01-08 08,0.293730760127954,0.217982742382377,0.34149026296245,0.332639552860358,0.34108269371864,0.6632086330174,0.451146079400383
01-08 09,0.366185889221944,0.181416938867093,0.329249346634818,0.319396649364463,0.329450115280098,0.654888472182716,0.397998621126579
01-08 10,0.335240009868255,0.166761298785796,0.331880044128165,0.311046942520349,0.324118658181657,0.66375,0.387952915654236
01-08 11,0.274702416974344,0.170144129829771,0.338646964115361,0.322025431492941,0.336566961386973,0.66375,0.35823669774693
01-08 12,0.259712672320371,0.175748633706287,0.365849344257792,0.330226875955943,0.337513581586569,0.654830406699831,0.38373547805435
01-08 13,0.264132883932622,0.184380546266333,0.39646583717267,0.310904501722895,0.323169714951755,0.66375,0.461905212217448
01-08 14,0.303276754942791,0.229019120411549,0.375526964611895,0.325464982595243,0.331367929572844,0.66375,0.511889310541249
01-08 15,0.415807749336866,0.525138887819384,0.328297385482817,0.291704244607162,0.325462951870009,0.633148675508846,0.562687449888647
01-08 16,0.285190421964389,0.252214354104283,0.346940744970477,0.184312129489636,0.322401578821115,0.347307227144076,0.504997992362258
01-08 17,0.116229372235628,0.283691970249319,0.292561677483015,0.0941956805655666,0.211159179104206,0.288171516124696,0.378404759164286
01-08 18,0.0614628599589833,0.388091141256265,0.241234480503634,0.0404485966315641,0.165177004232321,0.275201863489461,0.327087296609742
01-08 19,0.019608719662794,0.201781144341177,0.250135361218136,0.207792164672738,0.107521386516724,0.288769977053936,0.331580430282955
01-08 20,0.128698382724489,0.129000563197807,0.234658049983044,0.172937027302614,0.0249295013568805,0.281522726873534,0.254748467210951
01-08 21,0.0867363120290329,0.183487433130626,0.18085137650928,0.105617899979782,0.0295904733103008,0.276606731886246,0.151129013377558
01-08 22,0.195783262950805,0.242576369101409,0.11529759703812,0.0531236039934248,0.0919810902117078,0.228599941561455,0.14588372255906
01-08 23,0.289472049131783,0.318304651008093,0.160794015599629,0.231062480221867,0.295066449828434,0.321376476789981,0.196336970901253
01-09 00,0.300468794182691,0.30955869400186,0.244664422208395,0.391681334716338,0.363362802033549,0.599537099938085,0.421011679343176
01-09 01,0.371643229376685,0.346612603902532,0.278408704668796,0.402675298210299,0.390884325955146,0.6559332298756,0.445175325451351
01-09 02,0.418510170406575,0.36935945324084,0.350788400324966,0.398961594601009,0.371151644301554,0.651933539297391,0.409838872377618
01-09 03,0.438877685732692,0.467587045218363,0.538763764062749,0.40340199781122,0.359681567064905,0.657911563733022,0.424608045832327
01-09 04,0.410160894971206,0.584701255460792,0.470350936284085,0.444072618492994,0.366509101721887,0.654208726054346,0.448357815509895
01-09 05,0.34316481250315,0.653451962123585,0.567238643573948,0.426307148366766,0.349567467731197,0.640015461301022,0.45752969836945
01-09 06,0.300321106922113,0.429527220141394,0.365652543787458,0.438407109030256,0.333455281128642,0.54507631337917,0.433981004338045
01-09 07,0.283351269838895,0.264649810142868,0.315937850333999,0.368321653320089,0.293788352039677,0.478081063050934,0.411946464177209
01-09 08,0.294910870781095,0.261058814589437,0.323281776223499,0.361748242602978,0.318273319573061,0.44052399483871,0.40466418341386
01-09 09,0.266233949699738,0.223229207670885,0.33950767234051,0.340585897861325,0.321709234170204,0.442092498098031,0.386940423397762
01-09 10,0.260292693509071,0.215150856173928,0.355365414005534,0.343336051581372,0.332437109502827,0.430702809853372,0.390667527070779
01-09 11,0.263967360182986,0.20700832000304,0.338672167927413,0.351066822950546,0.326257930511184,0.410203430649351,0.395941576829002
01-09 12,0.293112940441261,0.228286220808582,0.316741136840411,0.343091272788805,0.337325267541628,0.442212558525346,0.390570159280301
01-09 13,0.257562172882225,0.21603105128524,0.325995411171917,0.345863208826322,0.357015259850928,0.479469855785505,0.40675783155751
01-09 14,0.315876495491156,0.37876279123421,0.549028959222726,0.363487703275259,0.398719741841537,0.479679010909091,0.384319565713939
01-09 15,0.33965006423706,0.33170428402472,0.511893553811332,0.37402370002725,0.424408189756022,0.473214161173021,0.372078264240072
01-09 16,0.232290743356965,0.295160177769238,0.300978153099313,0.221237903034405,0.472720418437267,0.250614488345203,0.241048418815349
01-09 17,0.125569069279807,0.27518672343751,0.280653042815613,0.0659131111443189,0.454579998260949,0.0951889656975283,0.11586404635841
01-09 18,0.03346425505374,0.425987472386751,0.236608523650213,0.00452560707881366,0.431541625647787,0.0600258535400084,0.106388567690214
01-09 19,0.0408170634334067,0.164737261040153,0.216119645832775,0.0066743224890561,0.399393117171109,0.0332709398910767,0.080652872198698
01-09 20,0.0698731688016551,0.17683061349033,0.202635723289655,0.0334310405715441,0.390516247035349,0,0.0410348793882381
01-09 21,0.0640725006242792,0.165914271384305,0.170055127565269,0,0.430077974243793,0,0.00480483647611348
01-09 22,0.181286437413325,0.136644082537965,0.196580122288677,0,0.451043347861367,0.23841945974026,0
01-09 23,0.20974452857316,0.237880000157336,0.293637881503473,0.142216121925599,0.450893767730738,0.311354962144952,0.134300898552435
01-10 00,0.211266728935023,0.30809614478197,0.487103770999964,0.421696292039521,0.405020151622806,0.428142513380813,0.433306451840167
01-10 01,0.293048135405361,0.330416146649913,0.417588913733251,0.401904962663279,0.418044447053047,0.476004404893171,0.421684535525979
01-10 02,0.358607971196031,0.4248723507035,0.427640838844117,0.363091316959969,0.406271331559505,0.457815531931295,0.388294325733003
01-10 03,0.538986635519508,0.508117515675405,0.416460435817394,0.37243712399571,0.397652633803448,0.469665933305404,0.430955980835144
01-10 04,0.365368056893039,0.605195892519726,0.4783081133587,0.403287277605879,0.402342105780918,0.471855940142438,0.437326482922988
01-10 05,0.273208740669685,0.440437589631127,0.509289816176342,0.406047972411702,0.375928968680959,0.464224981483033,0.403941961182482
01-10 06,0.294934359711957,0.40604940072679,0.425098319244928,0.393114928864647,0.352061883259516,0.455513585756179,0.393737966963317
01-10 07,0.238479559667045,0.370580678464528,0.333316528911646,0.359570490585609,0.323499499449458,0.430594987415165,0.375886962296526
01-10 08,0.235352162292276,0.454716626585305,0.334267658219065,0.369104085832703,0.289950727851098,0.37499992069095,0.35068433309813
